KPI_Name,parent,node,Tier,sys,ml_dc_1,ml_dc_2,frst_flt_ind,station,fleet,Baseline,Baseline_Num,Baseline_Den,Goal,Stretch,Contribution,Goal_Num,Goal_Den,Source,Goal_Yr,YTD_Num,YTD_Den
D0,sys/DC/9E,BGM,4.1,sys,DC,9E,,BGM,,23.08,3,13,24.23,5.00%,1.725407196098279e-05,3.15,13,Cascaded,2027,3.15,13
D0,sys/DC/9E,BGR,4.1,sys,DC,9E,,BGR,,77.93,939,1205,81.82,5.00%,0.005400524523787614,985.95,1205,Cascaded,2027,985.95,1205
D0,sys/DC/9E,BHM,4.1,sys,DC,9E,,BHM,,70.41,1028,1460,73.93,5.00%,0.00591239532529677,1079.4,1460,Cascaded,2027,1079.4,1460
D0,sys/DC/9E,BIS,4.1,sys,DC,9E,,BIS,,72.44,510,704,76.07,5.00%,0.0029331922333670746,535.5,704,Cascaded,2027,535.5,704
D0,sys/DC/9E,BMI,4.1,sys,DC,9E,,BMI,,74.39,488,656,78.11,5.00%,0.0028066623723198673,512.4,656,Cascaded,2027,512.4,656
D0,sys/DC/9E,BNA,4.1,sys,DC,9E,,BNA,,67.86,1712,2523,71.25,5.00%,0.009846323732400847,1797.6,2523,Cascaded,2027,1797.6000000000001,2523
D0,sys/DC/9E,BQK,4.1,sys,DC,9E,,BQK,,72.27,761,1053,75.88,5.00%,0.004376782920769301,799.05,1053,Cascaded,2027,799.0500000000001,1053
D0,sys/DC/9E,BTR,4.1,sys,DC,9E,,BTR,,59.46,393,661,62.43,5.00%,0.002260283426888746,412.65,661,Cascaded,2027,412.65000000000003,661
D0,sys/DC/9E,BTV,4.1,sys,DC,9E,,BTV,,76.86,1425,1854,80.7,5.00%,0.008195684181466826,1496.25,1854,Cascaded,2027,1496.25,1854
D0,sys/DC/9E,BUF,4.1,sys,DC,9E,,BUF,,70.0,1547,2210,73.5,5.00%,0.008897349774546794,1624.35,2210,Cascaded,2027,1624.3500000000001,2210
D0,sys/DC/9E,BWI,4.1,sys,DC,9E,,BWI,,100.0,2,2,105.0,5.00%,1.1502714640655195e-05,2.1,2,Cascaded,2027,2.1,2
D0,sys/DC/9E,CAE,4.1,sys,DC,9E,,CAE,,68.54,876,1278,71.97,5.00%,0.005038189012606976,919.8,1278,Cascaded,2027,919.8000000000001,1278
D0,sys/DC/9E,CHA,4.1,sys,DC,9E,,CHA,,68.37,1792,2621,71.79,5.00%,0.010306432318027055,1881.6,2621,Cascaded,2027,1881.6000000000001,2621
D0,sys/DC/9E,CHO,4.1,sys,DC,9E,,CHO,,74.32,1320,1776,78.04,5.00%,0.007591791662832428,1386.0,1776,Cascaded,2027,1386.0,1776
D0,sys/DC/9E,CHS,4.1,sys,DC,9E,,CHS,,69.48,1302,1874,72.95,5.00%,0.007488267231066532,1367.1,1874,Cascaded,2027,1367.1000000000001,1874
D0,sys/DC/9E,CID,4.1,sys,DC,9E,,CID,,61.97,391,631,65.06,5.00%,0.0022487807122480905,410.55,631,Cascaded,2027,410.55,631
D0,sys/DC/9E,CLE,4.1,sys,DC,9E,,CLE,,67.33,2393,3554,70.7,5.00%,0.013762998067543941,2512.65,3554,Cascaded,2027,2512.65,3554
D0,sys/DC/9E,CLT,4.1,sys,DC,9E,,CLT,,64.58,1415,2191,67.81,5.00%,0.00813817060826355,1485.75,2191,Cascaded,2027,1485.75,2191
D0,sys/DC/9E,CMH,4.1,sys,DC,9E,,CMH,,67.2,791,1177,70.56,5.00%,0.004549323640379129,830.55,1177,Cascaded,2027,830.5500000000001,1177
D0,sys/DC/9E,CRW,4.1,sys,DC,9E,,CRW,,68.99,723,1048,72.44,5.00%,0.004158231342596853,759.15,1048,Cascaded,2027,759.15,1048
D0,sys/DC/9E,CSG,4.1,sys,DC,9E,,CSG,,63.36,434,685,66.53,5.00%,0.002496089077022177,455.7,685,Cascaded,2027,455.7,685
D0,sys/DC/9E,CVG,4.1,sys,DC,9E,,CVG,,70.24,5093,7251,73.75,5.00%,0.029291662832428452,5347.65,7251,Cascaded,2027,5347.650000000001,7251
D0,sys/DC/9E,CWA,4.1,sys,DC,9E,,CWA,,77.62,555,715,81.5,5.00%,0.0031920033127818166,582.75,715,Cascaded,2027,582.75,715
D0,sys/DC/9E,DAY,4.1,sys,DC,9E,,DAY,,73.45,83,113,77.12,5.00%,0.0004773626575871906,87.15,113,Cascaded,2027,87.15,113
D0,sys/DC/9E,DCA,4.1,sys,DC,9E,,DCA,,56.58,1230,2174,59.41,5.00%,0.007074169504002944,1291.5,2174,Cascaded,2027,1291.5,2174
D0,sys/DC/9E,DHN,4.1,sys,DC,9E,,DHN,,75.62,704,931,79.4,5.00%,0.004048955553510629,739.2,931,Cascaded,2027,739.2,931
D0,sys/DC/9E,DLH,4.1,sys,DC,9E,,DLH,,78.24,205,262,82.16,5.00%,0.0011790282506671575,215.25,262,Cascaded,2027,215.25,262
D0,sys/DC/9E,DSM,4.1,sys,DC,9E,,DSM,,73.27,1974,2694,76.94,5.00%,0.011353179350326677,2072.7,2694,Cascaded,2027,2072.7000000000003,2694
D0,sys/DC/9E,DTW,4.1,sys,DC,9E,,DTW,,66.66,14121,21183,70.0,5.00%,0.081214916720346,14827.05,21183,Cascaded,2027,14827.050000000001,21183
D0,sys/DC/9E,ECP,4.1,sys,DC,9E,,ECP,,52.91,118,223,55.56,5.00%,0.0006786601637986565,123.9,223,Cascaded,2027,123.9,223
D0,sys/DC/9E,ELH,4.1,sys,DC,9E,,ELH,,61.62,122,198,64.7,5.00%,0.0007016655930799668,128.1,198,Cascaded,2027,128.1,198
D0,sys/DC/9E,EVV,4.1,sys,DC,9E,,EVV,,77.72,900,1158,81.61,5.00%,0.005176221588294837,945.0,1158,Cascaded,2027,945.0,1158
D0,sys/DC/9E,EWR,4.1,sys,DC,9E,,EWR,,68.81,984,1430,72.25,5.00%,0.005659335603202356,1033.2,1430,Cascaded,2027,1033.2,1430
D0,sys/DC/9E,EYW,4.1,sys,DC,9E,,EYW,,18.75,3,16,19.69,5.00%,1.725407196098279e-05,3.15,16,Cascaded,2027,3.15,16
D0,sys/DC/9E,FAR,4.1,sys,DC,9E,,FAR,,65.21,343,526,68.47,5.00%,0.001972715560872366,360.15,526,Cascaded,2027,360.15000000000003,526
D0,sys/DC/9E,FAY,4.1,sys,DC,9E,,FAY,,77.0,887,1152,80.85,5.00%,0.0051014539431305786,931.35,1152,Cascaded,2027,931.35,1152
D0,sys/DC/9E,FLL,4.1,sys,DC,9E,,FLL,,91.67,11,12,96.25,5.00%,6.326493052360357e-05,11.55,12,Cascaded,2027,11.55,12
D0,sys/DC/9E,FSD,4.1,sys,DC,9E,,FSD,,66.6,337,506,69.93,5.00%,0.0019382074169504004,353.85,506,Cascaded,2027,353.85,506
D0,sys/DC/9E,FWA,4.1,sys,DC,9E,,FWA,,68.82,256,372,72.26,5.00%,0.001472347474003865,268.8,372,Cascaded,2027,268.8,372
D0,sys/DC/9E,GFK,4.1,sys,DC,9E,,GFK,,71.78,117,163,75.37,5.00%,0.0006729088064783288,122.85,163,Cascaded,2027,122.85000000000001,163
D0,sys/DC/9E,GGT,4.1,sys,DC,9E,,GGT,,69.47,91,131,72.94,5.00%,0.0005233735161498113,95.55,131,Cascaded,2027,95.55,131
D0,sys/DC/9E,GNV,4.1,sys,DC,9E,,GNV,,70.87,90,127,74.41,5.00%,0.0005176221588294838,94.5,127,Cascaded,2027,94.5,127
D0,sys/DC/9E,GPT,4.1,sys,DC,9E,,GPT,,56.0,14,25,58.8,5.00%,8.051900248458637e-05,14.7,25,Cascaded,2027,14.700000000000001,25
D0,sys/DC/9E,GRB,4.1,sys,DC,9E,,GRB,,80.48,437,543,84.5,5.00%,0.00251334314898316,458.85,543,Cascaded,2027,458.85,543
D0,sys/DC/9E,GRR,4.1,sys,DC,9E,,GRR,,68.38,677,990,71.8,5.00%,0.0038936689058617835,710.85,990,Cascaded,2027,710.85,990
D0,sys/DC/9E,GSO,4.1,sys,DC,9E,,GSO,,70.91,707,997,74.46,5.00%,0.0040662096254716115,742.35,997,Cascaded,2027,742.35,997
D0,sys/DC/9E,GSP,4.1,sys,DC,9E,,GSP,,69.21,980,1416,72.67,5.00%,0.005636330173921045,1029.0,1416,Cascaded,2027,1029.0,1416
D0,sys/DC/9E,GTR,4.1,sys,DC,9E,,GTR,,77.02,553,718,80.87,5.00%,0.0031805005981411613,580.65,718,Cascaded,2027,580.65,718
D0,sys/DC/9E,HPN,4.1,sys,DC,9E,,HPN,,59.7,1086,1819,62.69,5.00%,0.006245974049875771,1140.3,1819,Cascaded,2027,1140.3,1819
D0,sys/DC/9E,HSV,4.1,sys,DC,9E,,HSV,,68.89,848,1231,72.33,5.00%,0.004877151007637802,890.4,1231,Cascaded,2027,890.4,1231
D0,sys/DC/9E,IAD,4.1,sys,DC,9E,,IAD,,63.86,615,963,67.06,5.00%,0.003537084752001472,645.75,963,Cascaded,2027,645.75,963
D0,sys/DC/9E,ICT,4.1,sys,DC,9E,,ICT,,75.66,143,189,79.44,5.00%,0.0008224440968068464,150.15,189,Cascaded,2027,150.15,189
D0,sys/DC/9E,ILM,4.1,sys,DC,9E,,ILM,,70.06,709,1012,73.56,5.00%,0.004077712340112266,744.45,1012,Cascaded,2027,744.45,1012
D0,sys/DC/9E,IND,4.1,sys,DC,9E,,IND,,72.43,2283,3152,76.05,5.00%,0.013130348762307904,2397.15,3152,Cascaded,2027,2397.15,3152
D0,sys/DC/9E,ITH,4.1,sys,DC,9E,,ITH,,79.33,541,682,83.29,5.00%,0.00311148431029723,568.05,682,Cascaded,2027,568.0500000000001,682
D0,sys/DC/9E,JAN,4.1,sys,DC,9E,,JAN,,68.92,388,563,72.36,5.00%,0.002231526640287108,407.4,563,Cascaded,2027,407.40000000000003,563
D0,sys/DC/9E,JAX,4.1,sys,DC,9E,,JAX,,65.98,1123,1702,69.28,5.00%,0.006458774270727892,1179.15,1702,Cascaded,2027,1179.15,1702
D0,sys/DC/9E,JFK,4.1,sys,DC,9E,,JFK,,70.0,15499,22143,73.49,5.00%,0.08914028710775743,16273.95,22143,Cascaded,2027,16273.95,22143
D0,sys/DC/9E,LAN,4.1,sys,DC,9E,,LAN,,63.21,67,106,66.37,5.00%,0.000385340940461949,70.35,106,Cascaded,2027,70.35000000000001,106
D0,sys/DC/9E,LEX,4.1,sys,DC,9E,,LEX,,73.47,601,818,77.15,5.00%,0.003456565749516886,631.05,818,Cascaded,2027,631.0500000000001,818
D0,sys/DC/9E,LFT,4.1,sys,DC,9E,,LFT,,75.72,817,1079,79.5,5.00%,0.0046988589307076474,857.85,1079,Cascaded,2027,857.85,1079
D0,sys/DC/9E,LGA,4.1,sys,DC,9E,,LGA,,65.82,20435,31048,69.11,5.00%,0.11752898684089445,21456.75,31048,Cascaded,2027,21456.75,31048
D0,sys/DC/9E,LIT,4.1,sys,DC,9E,,LIT,,66.12,201,304,69.42,5.00%,0.001156022821385847,211.05,304,Cascaded,2027,211.05,304
D0,sys/DC/9E,MBS,4.1,sys,DC,9E,,MBS,,65.04,147,226,68.3,5.00%,0.0008454495260881568,154.35,226,Cascaded,2027,154.35,226
D0,sys/DC/9E,MCI,4.1,sys,DC,9E,,MCI,,66.48,845,1271,69.81,5.00%,0.00485989693567682,887.25,1271,Cascaded,2027,887.25,1271
D0,sys/DC/9E,MCO,4.1,sys,DC,9E,,MCO,,34.21,13,38,35.92,5.00%,7.476764516425877e-05,13.65,38,Cascaded,2027,13.65,38
D0,sys/DC/9E,MDT,4.1,sys,DC,9E,,MDT,,70.62,464,657,74.16,5.00%,0.002668629796632005,487.2,657,Cascaded,2027,487.20000000000005,657
D0,sys/DC/9E,MDW,4.1,sys,DC,9E,,MDW,,60.38,477,790,63.4,5.00%,0.002743397441796264,500.85,790,Cascaded,2027,500.85,790
D0,sys/DC/9E,MEM,4.1,sys,DC,9E,,MEM,,66.04,630,954,69.34,5.00%,0.003623355111806386,661.5,954,Cascaded,2027,661.5,954
D0,sys/DC/9E,MGM,4.1,sys,DC,9E,,MGM,,64.15,868,1353,67.36,5.00%,0.004992178154044354,911.4,1353,Cascaded,2027,911.4,1353
D0,sys/DC/9E,MHH,4.1,sys,DC,9E,,MHH,,64.52,120,186,67.74,5.00%,0.0006901628784393117,126.0,186,Cascaded,2027,126.0,186
D0,sys/DC/9E,MIA,4.1,sys,DC,9E,,MIA,,43.75,7,16,45.94,5.00%,4.0259501242293184e-05,7.35,16,Cascaded,2027,7.3500000000000005,16
D0,sys/DC/9E,MKE,4.1,sys,DC,9E,,MKE,,74.56,850,1140,78.29,5.00%,0.004888653722278458,892.5,1140,Cascaded,2027,892.5,1140
D0,sys/DC/9E,MLI,4.1,sys,DC,9E,,MLI,,71.91,517,719,75.5,5.00%,0.002973451734609368,542.85,719,Cascaded,2027,542.85,719
D0,sys/DC/9E,MLU,4.1,sys,DC,9E,,MLU,,69.37,711,1025,72.83,5.00%,0.004089215054752922,746.55,1025,Cascaded,2027,746.5500000000001,1025
D0,sys/DC/9E,MOB,4.1,sys,DC,9E,,MOB,,72.8,586,805,76.43,5.00%,0.003370295389711972,615.3,805,Cascaded,2027,615.3000000000001,805
D0,sys/DC/9E,MOT,4.1,sys,DC,9E,,MOT,,69.23,81,117,72.69,5.00%,0.00046585994294653536,85.05,117,Cascaded,2027,85.05,117
D0,sys/DC/9E,MSN,4.1,sys,DC,9E,,MSN,,69.46,621,894,72.94,5.00%,0.003571592895923438,652.05,894,Cascaded,2027,652.0500000000001,894
D0,sys/DC/9E,MSP,4.1,sys,DC,9E,,MSP,,65.8,9891,15033,69.09,5.00%,0.056886675255360265,10385.55,15033,Cascaded,2027,10385.550000000001,15033
D0,sys/DC/9E,MYR,4.1,sys,DC,9E,,MYR,,69.47,66,95,72.95,5.00%,0.0003795895831416214,69.3,95,Cascaded,2027,69.3,95
D0,sys/DC/9E,OAJ,4.1,sys,DC,9E,,OAJ,,76.97,645,838,80.82,5.00%,0.0037096254716113,677.25,838,Cascaded,2027,677.25,838
D0,sys/DC/9E,OKC,4.1,sys,DC,9E,,OKC,,77.45,182,235,81.32,5.00%,0.0010467470322996226,191.1,235,Cascaded,2027,191.1,235
D0,sys/DC/9E,OMA,4.1,sys,DC,9E,,OMA,,72.7,751,1033,76.34,5.00%,0.004319269347566025,788.55,1033,Cascaded,2027,788.5500000000001,1033
D0,sys/DC/9E,ORD,4.1,sys,DC,9E,,ORD,,51.69,595,1151,54.28,5.00%,0.0034220576055949206,624.75,1151,Cascaded,2027,624.75,1151
D0,sys/DC/9E,ORF,4.1,sys,DC,9E,,ORF,,63.38,1419,2239,66.55,5.00%,0.00816117603754486,1489.95,2239,Cascaded,2027,1489.95,2239
D0,sys/DC/9E,ORH,4.1,sys,DC,9E,,ORH,,67.5,189,280,70.88,5.00%,0.001087006533541916,198.45,280,Cascaded,2027,198.45000000000002,280
D0,sys/DC/9E,PHL,4.1,sys,DC,9E,,PHL,,38.71,12,31,40.65,5.00%,6.901628784393116e-05,12.6,31,Cascaded,2027,12.6,31
D0,sys/DC/9E,PIT,4.1,sys,DC,9E,,PIT,,66.22,1298,1960,69.54,5.00%,0.0074652618017852215,1362.9,1960,Cascaded,2027,1362.9,1960
D0,sys/DC/9E,PNS,4.1,sys,DC,9E,,PNS,,60.9,204,335,63.94,5.00%,0.00117327689334683,214.2,335,Cascaded,2027,214.20000000000002,335
D0,sys/DC/9E,PVD,4.1,sys,DC,9E,,PVD,,58.64,129,220,61.57,5.00%,0.00074192509432226,135.45,220,Cascaded,2027,135.45000000000002,220
D0,sys/DC/9E,PWM,4.1,sys,DC,9E,,PWM,,68.3,793,1161,71.72,5.00%,0.004560826355019785,832.65,1161,Cascaded,2027,832.65,1161
D0,sys/DC/9E,RAP,4.1,sys,DC,9E,,RAP,,75.51,629,833,79.29,5.00%,0.0036176037544860588,660.45,833,Cascaded,2027,660.45,833
D0,sys/DC/9E,RDU,4.1,sys,DC,9E,,RDU,,64.78,4503,6951,68.02,5.00%,0.02589836201343517,4728.15,6951,Cascaded,2027,4728.150000000001,6951
D0,sys/DC/9E,RIC,4.1,sys,DC,9E,,RIC,,68.34,1541,2255,71.75,5.00%,0.008862841630624828,1618.05,2255,Cascaded,2027,1618.05,2255
D0,sys/DC/9E,ROA,4.1,sys,DC,9E,,ROA,,67.6,849,1256,70.98,5.00%,0.00488290236495813,891.45,1256,Cascaded,2027,891.45,1256
D0,sys/DC/9E,ROC,4.1,sys,DC,9E,,ROC,,63.15,1623,2570,66.31,5.00%,0.00933445293089169,1704.15,2570,Cascaded,2027,1704.15,2570
D0,sys/DC/9E,RST,4.1,sys,DC,9E,,RST,,72.52,541,746,76.15,5.00%,0.00311148431029723,568.05,746,Cascaded,2027,568.0500000000001,746
D0,sys/DC/9E,RSW,4.1,sys,DC,9E,,RSW,,63.24,43,68,66.4,5.00%,0.0002473083647740867,45.15,68,Cascaded,2027,45.15,68
D0,sys/DC/9E,SAV,4.1,sys,DC,9E,,SAV,,62.35,856,1373,65.46,5.00%,0.004923161866200424,898.8,1373,Cascaded,2027,898.8000000000001,1373
D0,sys/DC/9E,SBN,4.1,sys,DC,9E,,SBN,,72.22,13,18,75.83,5.00%,7.476764516425877e-05,13.65,18,Cascaded,2027,13.65,18
D0,sys/DC/9E,SDF,4.1,sys,DC,9E,,SDF,,76.21,535,702,80.02,5.00%,0.0030769761663752646,561.75,702,Cascaded,2027,561.75,702
D0,sys/DC/9E,SGF,4.1,sys,DC,9E,,SGF,,67.55,410,607,70.92,5.00%,0.002358056501334315,430.5,607,Cascaded,2027,430.5,607
D0,sys/DC/9E,SHV,4.1,sys,DC,9E,,SHV,,72.73,72,99,76.36,5.00%,0.000414097727063587,75.6,99,Cascaded,2027,75.60000000000001,99
D0,sys/DC/9E,STL,4.1,sys,DC,9E,,STL,,69.2,1058,1529,72.66,5.00%,0.0060849360449065975,1110.9,1529,Cascaded,2027,1110.9,1529
D0,sys/DC/9E,SYR,4.1,sys,DC,9E,,SYR,,73.25,1950,2662,76.92,5.00%,0.011215146774638815,2047.5,2662,Cascaded,2027,2047.5,2662
D0,sys/DC/9E,TLH,4.1,sys,DC,9E,,TLH,,65.89,226,343,69.18,5.00%,0.001299806754394037,237.3,343,Cascaded,2027,237.3,343
D0,sys/DC/9E,TPA,4.1,sys,DC,9E,,TPA,,75.0,9,12,78.75,5.00%,5.1762215882948376e-05,9.45,12,Cascaded,2027,9.450000000000001,12
D0,sys/DC/9E,TRI,4.1,sys,DC,9E,,TRI,,76.16,840,1103,79.96,5.00%,0.004831140149075182,882.0,1103,Cascaded,2027,882.0,1103
D0,sys/DC/9E,TUL,4.1,sys,DC,9E,,TUL,,71.43,220,308,75.0,5.00%,0.0012652986104720713,231.0,308,Cascaded,2027,231.0,308
D0,sys/DC/9E,TVC,4.1,sys,DC,9E,,TVC,,59.3,153,258,62.27,5.00%,0.0008799576700101224,160.65,258,Cascaded,2027,160.65,258
D0,sys/DC/9E,TYS,4.1,sys,DC,9E,,TYS,,73.99,2497,3375,77.68,5.00%,0.01436113922885801,2621.85,3375,Cascaded,2027,2621.85,3375
D0,sys/DC/9E,VLD,4.1,sys,DC,9E,,VLD,,74.06,745,1006,77.76,5.00%,0.00428476120364406,782.25,1006,Cascaded,2027,782.25,1006
D0,sys/DC/9E,VPS,4.1,sys,DC,9E,,VPS,,47.46,28,59,49.83,5.00%,0.00016103800496917274,29.4,59,Cascaded,2027,29.400000000000002,59
D0,sys/DC/9E,XNA,4.1,sys,DC,9E,,XNA,,66.73,1775,2660,70.07,5.00%,0.010208659243581485,1863.75,2660,Cascaded,2027,1863.75,2660
D0,sys/DC/9E,YHZ,4.1,sys,DC,9E,,YHZ,,78.95,195,247,82.89,5.00%,0.0011215146774638815,204.75,247,Cascaded,2027,204.75,247
D0,sys/DC/9E,YUL,4.1,sys,DC,9E,,YUL,,75.63,1552,2052,79.42,5.00%,0.008926106561148431,1629.6,2052,Cascaded,2027,1629.6000000000001,2052
D0,sys/DC/9E,YYZ,4.1,sys,DC,9E,,YYZ,,72.75,3348,4602,76.39,5.00%,0.019255544308456794,3515.4,4602,Cascaded,2027,3515.4,4602
D0,sys/DC/OO,ABQ,4.1,sys,DC,OO,,ABQ,,86.37,1850,2142,90.69,5.00%,0.009133817837111936,1942.5,2142,Cascaded,2027,1942.5,2142
D0,sys/DC/OO,ABR,4.1,sys,DC,OO,,ABR,,85.0,629,740,89.25,5.00%,0.0031054980646180582,660.45,740,Cascaded,2027,660.45,740
D0,sys/DC/OO,ABY,4.1,sys,DC,OO,,ABY,,75.37,355,471,79.14,5.00%,0.0017527055849593175,372.75,471,Cascaded,2027,372.75,471
D0,sys/DC/OO,AEX,4.1,sys,DC,OO,,AEX,,50.0,9,18,52.5,5.00%,4.443478947784185e-05,9.45,18,Cascaded,2027,9.450000000000001,18
D0,sys/DC/OO,AGS,4.1,sys,DC,OO,,AGS,,70.71,99,140,74.25,5.00%,0.0004887826842562604,103.95,140,Cascaded,2027,103.95,140
D0,sys/DC/OO,ALB,4.1,sys,DC,OO,,ALB,,72.91,576,790,76.56,5.00%,0.0028438265265818786,604.8,790,Cascaded,2027,604.8000000000001,790
D0,sys/DC/OO,APN,4.1,sys,DC,OO,,APN,,77.31,460,595,81.18,5.00%,0.0022711114622008055,483.0,595,Cascaded,2027,483.0,595
D0,sys/DC/OO,ASE,4.1,sys,DC,OO,,ASE,,57.81,433,749,60.7,5.00%,0.00213780709376728,454.65,749,Cascaded,2027,454.65000000000003,749
D0,sys/DC/OO,ATL,4.1,sys,DC,OO,,ATL,,65.09,4714,7242,68.35,5.00%,0.023273955288727388,4949.7,7242,Cascaded,2027,4949.700000000001,7242
D0,sys/DC/OO,ATW,4.1,sys,DC,OO,,ATW,,70.44,1399,1986,73.97,5.00%,0.006907141164388972,1468.95,1986,Cascaded,2027,1468.95,1986
D0,sys/DC/OO,AUS,4.1,sys,DC,OO,,AUS,,70.55,3939,5583,74.08,5.00%,0.019447626194802118,4135.95,5583,Cascaded,2027,4135.95,5583
D0,sys/DC/OO,AZO,4.1,sys,DC,OO,,AZO,,69.37,659,950,72.84,5.00%,0.003253614029544198,691.95,950,Cascaded,2027,691.95,950
D0,sys/DC/OO,BDL,4.1,sys,DC,OO,,BDL,,100.0,1,1,105.0,5.00%,4.937198830871317e-06,1.05,1,Cascaded,2027,1.05,1
D0,sys/DC/OO,BGM,4.1,sys,DC,OO,,BGM,,68.32,179,262,71.74,5.00%,0.0008837585907259658,187.95,262,Cascaded,2027,187.95000000000002,262
D0,sys/DC/OO,BHM,4.1,sys,DC,OO,,BHM,,52.38,110,210,55.0,5.00%,0.0005430918713958449,115.5,210,Cascaded,2027,115.5,210
D0,sys/DC/OO,BIL,4.1,sys,DC,OO,,BIL,,86.31,605,701,90.62,5.00%,0.002987005292677147,635.25,701,Cascaded,2027,635.25,701
D0,sys/DC/OO,BIS,4.1,sys,DC,OO,,BIS,,73.5,452,615,77.17,5.00%,0.002231613871553835,474.6,615,Cascaded,2027,474.6,615
D0,sys/DC/OO,BJI,4.1,sys,DC,OO,,BJI,,82.82,593,716,86.96,5.00%,0.002927758906706691,622.65,716,Cascaded,2027,622.6500000000001,716
