KPI_Name,parent,node,Tier,sys,ml_dc_1,ml_dc_2,fleet,frst_flt_ind,station,Baseline,Baseline_Num,Baseline_Den,Goal,Stretch,Contribution,Goal_Num,Goal_Den,Source,Goal_Yr,YTD_Num,YTD_Den
D0,DC/9E/First Flight,BNA,5.1,,DC,9E,,First Flight,BNA,76.65,302,394,80.48,5.00%,0.008343232864602038,317.1,394,Cascaded,2027,317.09999999999997,394
D0,DC/9E/First Flight,BQK,5.1,,DC,9E,,First Flight,BQK,88.45,314,355,92.87,5.00%,0.008674752051274968,329.7,355,Cascaded,2027,329.7,355
D0,DC/9E/First Flight,BTR,5.1,,DC,9E,,First Flight,BTR,0.0,0,1,0.0,0.00%,0.0,0.0,1,Cascaded,2027,0.0,1
D0,DC/9E/First Flight,BTV,5.1,,DC,9E,,First Flight,BTV,90.26,769,852,94.77,5.00%,0.021244854545956846,807.45,852,Cascaded,2027,807.4499999999999,852
D0,DC/9E/First Flight,BUF,5.1,,DC,9E,,First Flight,BUF,80.79,286,354,84.83,5.00%,0.007901207282371467,300.3,354,Cascaded,2027,300.3,354
D0,DC/9E/First Flight,CAE,5.1,,DC,9E,,First Flight,CAE,81.0,307,379,85.05,5.00%,0.008481365859049092,322.35,379,Cascaded,2027,322.34999999999997,379
D0,DC/9E/First Flight,CHA,5.1,,DC,9E,,First Flight,CHA,80.77,630,780,84.81,5.00%,0.017404757300328758,661.5,780,Cascaded,2027,661.5,780
D0,DC/9E/First Flight,CHO,5.1,,DC,9E,,First Flight,CHO,92.52,544,588,97.14,5.00%,0.015028869795839435,571.2,588,Cascaded,2027,571.1999999999999,588
D0,DC/9E/First Flight,CHS,5.1,,DC,9E,,First Flight,CHS,87.43,473,541,91.8,5.00%,0.013067381274691273,496.65,541,Cascaded,2027,496.65,541
D0,DC/9E/First Flight,CID,5.1,,DC,9E,,First Flight,CID,81.6,173,212,85.68,5.00%,0.004779401607868055,181.65,212,Cascaded,2027,181.65,212
D0,DC/9E/First Flight,CLE,5.1,,DC,9E,,First Flight,CLE,82.22,846,1029,86.33,5.00%,0.023372102660441475,888.3,1029,Cascaded,2027,888.3,1029
D0,DC/9E/First Flight,CLT,5.1,,DC,9E,,First Flight,CLT,77.75,339,436,81.64,5.00%,0.009365417023510236,355.95,436,Cascaded,2027,355.95,436
D0,DC/9E/First Flight,CMH,5.1,,DC,9E,,First Flight,CMH,85.28,139,163,89.54,5.00%,0.0038400972456280906,145.95,163,Cascaded,2027,145.95,163
D0,DC/9E/First Flight,CRW,5.1,,DC,9E,,First Flight,CRW,84.42,233,276,88.64,5.00%,0.006436997541232699,244.65,276,Cascaded,2027,244.64999999999998,276
D0,DC/9E/First Flight,CSG,5.1,,DC,9E,,First Flight,CSG,77.92,180,231,81.82,5.00%,0.0049727878000939306,189.0,231,Cascaded,2027,189.0,231
D0,DC/9E/First Flight,CVG,5.1,,DC,9E,,First Flight,CVG,83.63,2130,2547,87.81,5.00%,0.05884465563444485,2236.5,2547,Cascaded,2027,2236.5,2547
D0,DC/9E/First Flight,CWA,5.1,,DC,9E,,First Flight,CWA,87.46,307,351,91.84,5.00%,0.008481365859049092,322.35,351,Cascaded,2027,322.34999999999997,351
D0,DC/9E/First Flight,DAY,5.1,,DC,9E,,First Flight,DAY,73.75,59,80,77.44,5.00%,0.0016299693344752327,61.95,80,Cascaded,2027,61.949999999999996,80
D0,DC/9E/First Flight,DCA,5.1,,DC,9E,,First Flight,DCA,82.24,88,107,86.36,5.00%,0.002431140702268144,92.4,107,Cascaded,2027,92.39999999999999,107
D0,DC/9E/First Flight,DHN,5.1,,DC,9E,,First Flight,DHN,85.35,303,355,89.62,5.00%,0.00837085946349145,318.15,355,Cascaded,2027,318.15,355
D0,DC/9E/First Flight,DLH,5.1,,DC,9E,,First Flight,DLH,91.51,97,106,96.08,5.00%,0.0026797800922728405,101.85,106,Cascaded,2027,101.85,106
D0,DC/9E/First Flight,DSM,5.1,,DC,9E,,First Flight,DSM,82.18,830,1010,86.29,5.00%,0.022930077078210903,871.5,1010,Cascaded,2027,871.5,1010
D0,DC/9E/First Flight,DTW,5.1,,DC,9E,,First Flight,DTW,77.69,693,892,81.58,5.00%,0.01914523303036163,727.65,892,Cascaded,2027,727.65,892
D0,DC/9E/First Flight,EVV,5.1,,DC,9E,,First Flight,EVV,90.91,310,341,95.45,5.00%,0.008564245655717324,325.5,341,Cascaded,2027,325.5,341
D0,DC/9E/First Flight,EWR,5.1,,DC,9E,,First Flight,EWR,0.0,0,3,0.0,0.00%,0.0,0.0,3,Cascaded,2027,0.0,3
D0,DC/9E/First Flight,FAR,5.1,,DC,9E,,First Flight,FAR,86.11,31,36,90.42,5.00%,0.0008564245655717325,32.55,36,Cascaded,2027,32.55,36
D0,DC/9E/First Flight,FAY,5.1,,DC,9E,,First Flight,FAY,88.76,300,338,93.2,5.00%,0.008287979666823217,315.0,338,Cascaded,2027,315.0,338
D0,DC/9E/First Flight,FSD,5.1,,DC,9E,,First Flight,FSD,81.11,73,90,85.17,5.00%,0.002016741718926983,76.65,90,Cascaded,2027,76.64999999999999,90
D0,DC/9E/First Flight,FWA,5.1,,DC,9E,,First Flight,FWA,80.85,114,141,84.89,5.00%,0.0031494322733928225,119.7,141,Cascaded,2027,119.69999999999999,141
D0,DC/9E/First Flight,GFK,5.1,,DC,9E,,First Flight,GFK,87.27,48,55,91.64,5.00%,0.0013260767466917148,50.4,55,Cascaded,2027,50.4,55
D0,DC/9E/First Flight,GRB,5.1,,DC,9E,,First Flight,GRB,94.09,191,203,98.79,5.00%,0.005276680387877449,200.55,203,Cascaded,2027,200.54999999999998,203
D0,DC/9E/First Flight,GRR,5.1,,DC,9E,,First Flight,GRR,76.29,222,291,80.1,5.00%,0.006133104953449181,233.1,291,Cascaded,2027,233.1,291
D0,DC/9E/First Flight,GSO,5.1,,DC,9E,,First Flight,GSO,85.1,217,255,89.35,5.00%,0.005994971959002127,227.85,255,Cascaded,2027,227.85,255
D0,DC/9E/First Flight,GSP,5.1,,DC,9E,,First Flight,GSP,85.53,331,387,89.81,5.00%,0.00914440423239495,347.55,387,Cascaded,2027,347.55,387
D0,DC/9E/First Flight,GTR,5.1,,DC,9E,,First Flight,GTR,88.17,313,355,92.58,5.00%,0.008647125452385556,328.65,355,Cascaded,2027,328.65,355
D0,DC/9E/First Flight,HPN,5.1,,DC,9E,,First Flight,HPN,100.0,1,1,105.0,5.00%,2.7626598889410726e-05,1.05,1,Cascaded,2027,1.05,1
D0,DC/9E/First Flight,HSV,5.1,,DC,9E,,First Flight,HSV,79.71,389,488,83.7,5.00%,0.010746746967980772,408.45,488,Cascaded,2027,408.45,488
D0,DC/9E/First Flight,IAD,5.1,,DC,9E,,First Flight,IAD,81.19,82,101,85.25,5.00%,0.0022653811089316796,86.1,101,Cascaded,2027,86.1,101
D0,DC/9E/First Flight,ICT,5.1,,DC,9E,,First Flight,ICT,77.71,122,157,81.59,5.00%,0.0033704450645081086,128.1,157,Cascaded,2027,128.1,157
D0,DC/9E/First Flight,ILM,5.1,,DC,9E,,First Flight,ILM,86.36,228,264,90.68,5.00%,0.006298864546785645,239.4,264,Cascaded,2027,239.39999999999998,264
D0,DC/9E/First Flight,IND,5.1,,DC,9E,,First Flight,IND,88.83,803,904,93.27,5.00%,0.022184158908196812,843.15,904,Cascaded,2027,843.15,904
D0,DC/9E/First Flight,ITH,5.1,,DC,9E,,First Flight,ITH,91.55,260,284,96.13,5.00%,0.007182915711246789,273.0,284,Cascaded,2027,273.0,284
D0,DC/9E/First Flight,JAN,5.1,,DC,9E,,First Flight,JAN,79.73,59,74,83.72,5.00%,0.0016299693344752327,61.95,74,Cascaded,2027,61.949999999999996,74
D0,DC/9E/First Flight,JAX,5.1,,DC,9E,,First Flight,JAX,87.28,439,503,91.64,5.00%,0.012128076912451309,460.95,503,Cascaded,2027,460.95,503
D0,DC/9E/First Flight,JFK,5.1,,DC,9E,,First Flight,JFK,83.17,766,921,87.33,5.00%,0.021161974749288614,804.3,921,Cascaded,2027,804.3,921
D0,DC/9E/First Flight,LAN,5.1,,DC,9E,,First Flight,LAN,78.95,30,38,82.89,5.00%,0.0008287979666823217,31.5,38,Cascaded,2027,31.5,38
D0,DC/9E/First Flight,LEX,5.1,,DC,9E,,First Flight,LEX,86.27,289,335,90.58,5.00%,0.0079840870790397,303.45,335,Cascaded,2027,303.45,335
D0,DC/9E/First Flight,LFT,5.1,,DC,9E,,First Flight,LFT,91.64,296,323,96.22,5.00%,0.008177473271265575,310.8,323,Cascaded,2027,310.8,323
D0,DC/9E/First Flight,LGA,5.1,,DC,9E,,First Flight,LGA,87.75,1662,1894,92.14,5.00%,0.045915407354200626,1745.1,1894,Cascaded,2027,1745.1,1894
D0,DC/9E/First Flight,LIT,5.1,,DC,9E,,First Flight,LIT,67.35,196,291,70.72,5.00%,0.005414813382324502,205.8,291,Cascaded,2027,205.79999999999998,291
D0,DC/9E/First Flight,MBS,5.1,,DC,9E,,First Flight,MBS,81.43,57,70,85.5,5.00%,0.0015747161366964112,59.85,70,Cascaded,2027,59.849999999999994,70
D0,DC/9E/First Flight,MCI,5.1,,DC,9E,,First Flight,MCI,64.0,16,25,67.2,5.00%,0.0004420255822305716,16.8,25,Cascaded,2027,16.8,25
D0,DC/9E/First Flight,MDT,5.1,,DC,9E,,First Flight,MDT,83.68,200,239,87.87,5.00%,0.005525319777882145,210.0,239,Cascaded,2027,210.0,239
D0,DC/9E/First Flight,MEM,5.1,,DC,9E,,First Flight,MEM,83.81,264,315,88.0,5.00%,0.0072934221068044315,277.2,315,Cascaded,2027,277.2,315
D0,DC/9E/First Flight,MGM,5.1,,DC,9E,,First Flight,MGM,80.0,160,200,84.0,5.00%,0.004420255822305716,168.0,200,Cascaded,2027,168.0,200
D0,DC/9E/First Flight,MKE,5.1,,DC,9E,,First Flight,MKE,86.54,405,468,90.87,5.00%,0.011188772550211343,425.25,468,Cascaded,2027,425.25,468
D0,DC/9E/First Flight,MLI,5.1,,DC,9E,,First Flight,MLI,84.44,293,347,88.66,5.00%,0.008094593474597343,307.65,347,Cascaded,2027,307.65,347
D0,DC/9E/First Flight,MLU,5.1,,DC,9E,,First Flight,MLU,86.09,297,345,90.39,5.00%,0.008205099870154985,311.85,345,Cascaded,2027,311.84999999999997,345
D0,DC/9E/First Flight,MOB,5.1,,DC,9E,,First Flight,MOB,90.59,77,85,95.12,5.00%,0.0021272481144846258,80.85,85,Cascaded,2027,80.85,85
D0,DC/9E/First Flight,MOT,5.1,,DC,9E,,First Flight,MOT,75.0,60,80,78.75,5.00%,0.0016575959333646434,63.0,80,Cascaded,2027,63.0,80
D0,DC/9E/First Flight,MSN,5.1,,DC,9E,,First Flight,MSN,86.19,156,181,90.5,5.00%,0.004309749426748073,163.8,181,Cascaded,2027,163.79999999999998,181
D0,DC/9E/First Flight,MSP,5.1,,DC,9E,,First Flight,MSP,78.95,630,798,82.89,5.00%,0.017404757300328758,661.5,798,Cascaded,2027,661.5,798
D0,DC/9E/First Flight,OAJ,5.1,,DC,9E,,First Flight,OAJ,88.24,210,238,92.65,5.00%,0.0058015857667762525,220.5,238,Cascaded,2027,220.5,238
D0,DC/9E/First Flight,OKC,5.1,,DC,9E,,First Flight,OKC,83.22,124,149,87.38,5.00%,0.00342569826228693,130.2,149,Cascaded,2027,130.2,149
D0,DC/9E/First Flight,OMA,5.1,,DC,9E,,First Flight,OMA,84.21,288,342,88.42,5.00%,0.007956460480150288,302.4,342,Cascaded,2027,302.4,342
D0,DC/9E/First Flight,ORD,5.1,,DC,9E,,First Flight,ORD,55.17,48,87,57.93,5.00%,0.0013260767466917148,50.4,87,Cascaded,2027,50.4,87
D0,DC/9E/First Flight,ORF,5.1,,DC,9E,,First Flight,ORF,85.52,573,670,89.8,5.00%,0.015830041163632347,601.65,670,Cascaded,2027,601.65,670
D0,DC/9E/First Flight,PIT,5.1,,DC,9E,,First Flight,PIT,79.08,189,239,83.03,5.00%,0.005221427190098627,198.45,239,Cascaded,2027,198.45,239
D0,DC/9E/First Flight,PVD,5.1,,DC,9E,,First Flight,PVD,65.98,64,97,69.28,5.00%,0.0017681023289222865,67.2,97,Cascaded,2027,67.2,97
D0,DC/9E/First Flight,PWM,5.1,,DC,9E,,First Flight,PWM,84.48,343,406,88.71,5.00%,0.009475923419067878,360.15,406,Cascaded,2027,360.15,406
D0,DC/9E/First Flight,RAP,5.1,,DC,9E,,First Flight,RAP,88.85,239,269,93.29,5.00%,0.006602757134569163,250.95,269,Cascaded,2027,250.95,269
D0,DC/9E/First Flight,RDU,5.1,,DC,9E,,First Flight,RDU,78.89,1839,2331,82.84,5.00%,0.05080531535762632,1930.95,2331,Cascaded,2027,1930.9499999999998,2331
D0,DC/9E/First Flight,RIC,5.1,,DC,9E,,First Flight,RIC,80.95,527,651,85.0,5.00%,0.014559217614719452,553.35,651,Cascaded,2027,553.35,651
D0,DC/9E/First Flight,ROA,5.1,,DC,9E,,First Flight,ROA,85.27,249,292,89.54,5.00%,0.006879023123463271,261.45,292,Cascaded,2027,261.45,292
D0,DC/9E/First Flight,ROC,5.1,,DC,9E,,First Flight,ROC,78.5,668,851,82.42,5.00%,0.018454568058126362,701.4,851,Cascaded,2027,701.4,851
D0,DC/9E/First Flight,RST,5.1,,DC,9E,,First Flight,RST,90.14,256,284,94.65,5.00%,0.007072409315689146,268.8,284,Cascaded,2027,268.8,284
D0,DC/9E/First Flight,SAV,5.1,,DC,9E,,First Flight,SAV,84.91,270,318,89.15,5.00%,0.007459181700140895,283.5,318,Cascaded,2027,283.5,318
D0,DC/9E/First Flight,SBN,5.1,,DC,9E,,First Flight,SBN,91.67,11,12,96.25,5.00%,0.000303892587783518,11.55,12,Cascaded,2027,11.549999999999999,12
D0,DC/9E/First Flight,SDF,5.1,,DC,9E,,First Flight,SDF,85.71,138,161,90.0,5.00%,0.00381247064673868,144.9,161,Cascaded,2027,144.9,161
D0,DC/9E/First Flight,SGF,5.1,,DC,9E,,First Flight,SGF,80.1,157,196,84.11,5.00%,0.004337376025637484,164.85,196,Cascaded,2027,164.85,196
D0,DC/9E/First Flight,STL,5.1,,DC,9E,,First Flight,STL,84.25,230,273,88.46,5.00%,0.006354117744564467,241.5,273,Cascaded,2027,241.5,273
D0,DC/9E/First Flight,SYR,5.1,,DC,9E,,First Flight,SYR,86.35,683,791,90.66,5.00%,0.018868967041467524,717.15,791,Cascaded,2027,717.15,791
D0,DC/9E/First Flight,TRI,5.1,,DC,9E,,First Flight,TRI,86.17,162,188,90.48,5.00%,0.004475509020084537,170.1,188,Cascaded,2027,170.1,188
D0,DC/9E/First Flight,TUL,5.1,,DC,9E,,First Flight,TUL,72.95,205,281,76.6,5.00%,0.005663452772329198,215.25,281,Cascaded,2027,215.25,281
D0,DC/9E/First Flight,TVC,5.1,,DC,9E,,First Flight,TVC,79.31,23,29,83.28,5.00%,0.0006354117744564467,24.15,29,Cascaded,2027,24.15,29
D0,DC/9E/First Flight,TYS,5.1,,DC,9E,,First Flight,TYS,82.48,1398,1695,86.6,5.00%,0.03862198524739619,1467.9,1695,Cascaded,2027,1467.8999999999999,1695
D0,DC/9E/First Flight,VLD,5.1,,DC,9E,,First Flight,VLD,90.31,317,351,94.83,5.00%,0.0087576318479432,332.85,351,Cascaded,2027,332.84999999999997,351
D0,DC/9E/First Flight,VPS,5.1,,DC,9E,,First Flight,VPS,81.82,9,11,85.91,5.00%,0.0002486393900046965,9.45,11,Cascaded,2027,9.45,11
D0,DC/9E/First Flight,XNA,5.1,,DC,9E,,First Flight,XNA,83.13,271,326,87.29,5.00%,0.007486808299030307,284.55,326,Cascaded,2027,284.55,326
D0,DC/9E/First Flight,YHZ,5.1,,DC,9E,,First Flight,YHZ,84.91,90,106,89.15,5.00%,0.0024863939000469653,94.5,106,Cascaded,2027,94.5,106
D0,DC/9E/First Flight,YUL,5.1,,DC,9E,,First Flight,YUL,90.0,567,630,94.5,5.00%,0.015664281570295882,595.35,630,Cascaded,2027,595.35,630
D0,DC/9E/First Flight,YYZ,5.1,,DC,9E,,First Flight,YYZ,84.6,1192,1409,88.83,5.00%,0.032930905876177585,1251.6,1409,Cascaded,2027,1251.6,1409
D0,DC/9E/Not First Flight,ABE,5.1,,DC,9E,,Not First Flight,ABE,57.83,399,690,60.72,5.00%,0.002898129653168694,418.95,690,Cascaded,2027,418.95,690
D0,DC/9E/Not First Flight,ABY,5.1,,DC,9E,,Not First Flight,ABY,70.39,252,358,73.91,5.00%,0.0018303976756854912,264.6,358,Cascaded,2027,264.6,358
D0,DC/9E/Not First Flight,AEX,5.1,,DC,9E,,Not First Flight,AEX,66.67,440,660,70.0,5.00%,0.0031959324496095877,462.0,660,Cascaded,2027,462.0,660
D0,DC/9E/Not First Flight,AGS,5.1,,DC,9E,,Not First Flight,AGS,65.1,901,1384,68.36,5.00%,0.006544398038859633,946.05,1384,Cascaded,2027,946.05,1384
D0,DC/9E/Not First Flight,ALB,5.1,,DC,9E,,Not First Flight,ALB,69.31,323,466,72.78,5.00%,0.0023461049573270383,339.15,466,Cascaded,2027,339.15,466
D0,DC/9E/Not First Flight,ATL,5.1,,DC,9E,,Not First Flight,ATL,65.93,20429,30987,69.22,5.00%,0.14838569093880516,21450.45,30987,Cascaded,2027,21450.45,30987
D0,DC/9E/Not First Flight,ATW,5.1,,DC,9E,,Not First Flight,ATW,68.18,30,44,71.59,5.00%,0.0002179044852006537,31.5,44,Cascaded,2027,31.5,44
D0,DC/9E/Not First Flight,AUS,5.1,,DC,9E,,Not First Flight,AUS,69.38,732,1055,72.85,5.00%,0.005316869438895951,768.6,1055,Cascaded,2027,768.6,1055
D0,DC/9E/Not First Flight,AVL,5.1,,DC,9E,,Not First Flight,AVL,62.06,525,846,65.16,5.00%,0.00381332849101144,551.25,846,Cascaded,2027,551.25,846
D0,DC/9E/Not First Flight,AZO,5.1,,DC,9E,,Not First Flight,AZO,59.46,22,37,62.43,5.00%,0.00015979662248047938,23.1,37,Cascaded,2027,23.1,37
D0,DC/9E/Not First Flight,BGM,5.1,,DC,9E,,Not First Flight,BGM,23.08,3,13,24.23,5.00%,2.179044852006537e-05,3.15,13,Cascaded,2027,3.15,13
D0,DC/9E/Not First Flight,BGR,5.1,,DC,9E,,Not First Flight,BGR,73.67,677,919,77.35,5.00%,0.004917377882694752,710.85,919,Cascaded,2027,710.85,919
D0,DC/9E/Not First Flight,BHM,5.1,,DC,9E,,Not First Flight,BHM,62.15,573,922,65.25,5.00%,0.004161975667332486,601.65,922,Cascaded,2027,601.65,922
D0,DC/9E/Not First Flight,BIS,5.1,,DC,9E,,Not First Flight,BIS,69.19,357,516,72.65,5.00%,0.0025930633738877793,374.85,516,Cascaded,2027,374.85,516
D0,DC/9E/Not First Flight,BMI,5.1,,DC,9E,,Not First Flight,BMI,62.23,234,376,65.35,5.00%,0.001699654984565099,245.7,376,Cascaded,2027,245.7,376
